TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021,TYPEQU_TEXT
A206,75,17,17206,439,17219,241700699,17058,1,0,BUREAU DE POSTE
E101,75,17,17206,439,17219,241700699,17058,1,0,TAXI-VTC
G104,75,17,CSZ,51,17300,241700434,17059,1,0,INFORMATION TOURISTIQUE
F114,75,17,CSZ,CSZ,17172,241700640,17060,1,0,SALLES DE COMBAT
G102,75,17,CSZ,CSZ,17172,241700640,17060,1,0,HÔTEL
A301,75,17,CSZ,CSZ,16028,200041523,17061,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
E101,75,17,17402,140,17299,200041762,17065,1,0,TAXI-VTC
F106,75,17,17402,140,17299,200041762,17065,1,0,CENTRE ÉQUESTRE
A501,75,17,CSZ,CSZ,17172,241700640,17068,1,0,COIFFURE
D233,75,17,CSZ,120,17347,200041689,17070,1,0,MASSEUR KINÉSITHÉRAPEUTE
G104,75,17,CSZ,120,17347,200041689,17070,1,0,INFORMATION TOURISTIQUE
F103,75,17,CSZ,152,16102,200036473,17072,1,0,TENNIS
D231,75,17,CSZ,120,17415,200036473,17073,1,0,SAGE-FEMME
A301,75,17,CSZ,152,16102,200041523,17076,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
G102,75,17,CSZ,CSZ,17241,200041523,17077,1,0,HÔTEL
A301,75,17,CSZ,51,17434,200041614,17080,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D401,75,17,CSZ,51,17434,200041614,17080,1,0,PERSONNES ÂGÉES : HÉBERGEMENT
D605,75,17,CSZ,51,17434,200041614,17080,1,0,TRAVAIL PROTÉGÉ
F116,75,17,CSZ,51,17434,200041614,17080,1,0,SALLES NON SPÉCIALISÉES
F120,75,17,CSZ,51,17434,200041614,17080,1,0,SALLES DE REMISE EN FORME
E101,75,17,CSZ,140,17299,200041762,17083,1,0,TAXI-VTC
F111,75,17,CSZ,140,17299,200041762,17083,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
F107,75,17,CSZ,140,17397,200041689,17085,1,0,ATHLÉTISME
F111,75,17,CSZ,140,17397,200041689,17085,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
B102,75,17,CSZ,120,17415,200036473,17086,1,0,SUPERMARCHÉ
G102,75,17,CSZ,120,17415,200036473,17086,1,0,HÔTEL
B203,75,17,CSZ,120,17415,200036473,17089,1,0,BOULANGERIE
G101,75,17,CSZ,120,17415,200036473,17089,1,0,AGENCE DE VOYAGE
D303,75,17,CSZ,51,17218,200041499,17091,1,0,AMBULANCE
D603,75,17,CSZ,51,17218,200041499,17091,1,0,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT
G102,75,17,CSZ,51,17218,200041499,17091,1,0,HÔTEL
B304,75,17,17125,CSZ,17093,241700624,17093,1,0,MAGASIN DE CHAUSSURES
F101,75,17,17125,CSZ,17093,241700624,17093,1,0,BASSIN DE NATATION
F107,75,17,17125,CSZ,17093,241700624,17093,1,0,ATHLÉTISME
A104,75,17,17601,51,17300,241700434,17094,1,0,GENDARMERIE
A207,75,17,17601,51,17300,241700434,17094,1,0,RELAIS POSTE
B311,75,17,17601,51,17300,241700434,17094,1,0,HORLOGERIE-BIJOUTERIE
D243,75,17,17601,51,17300,241700434,17094,1,0,PSYCHOLOGUE
A507,75,17,CSZ,CSZ,17240,200041523,17095,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,75,17,CSZ,131,17421,241700640,17097,1,0,BOULANGERIE
F111,75,17,CSZ,131,17421,241700640,17097,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
G102,75,17,CSZ,131,17421,241700640,17097,1,0,HÔTEL
A301,75,17,CSZ,CSZ,17240,200041523,17099,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B203,75,17,CSZ,CSZ,17240,200041523,17099,1,0,BOULANGERIE
A507,75,17,CSZ,152,16102,200036473,17100,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,75,17,CSZ,152,16102,200036473,17100,1,0,BOULANGERIE
A205,75,17,CSZ,CSZ,17024,200041689,17101,1,0,SERVICES FUNÉRAIRES
F113,75,17,CSZ,CSZ,17024,200041689,17101,1,0,TERRAINS DE GRANDS JEUX
D240,75,17,CSZ,120,17415,200036473,17102,1,0,PSYCHOMOTRICIEN
A205,75,17,CSZ,CSZ,17241,200041523,17104,1,0,SERVICES FUNÉRAIRES
G102,75,17,CSZ,152,16102,200041523,17106,1,0,HÔTEL
A501,75,17,CSZ,354,17197,200041523,17108,1,0,COIFFURE
B206,75,17,CSZ,51,17300,241700434,17109,1,0,POISSONNERIE
B310,75,17,CSZ,CSZ,17241,200041523,17110,1,0,PARFUMERIE-COSMÉTIQUE
E01G,75,17,CSZ,354,17197,200041523,17111,1,0,GARES
E101,75,17,CSZ,354,17197,200041523,17111,1,0,TAXI-VTC
A501,75,17,CSZ,120,17415,200036473,17112,1,0,COIFFURE
A301,75,17,CSZ,CSZ,33138,200041523,17113,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,75,17,CSZ,CSZ,33138,200041523,17113,1,0,COIFFURE
A507,75,17,CSZ,CSZ,33138,200041523,17113,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,75,17,CSZ,CSZ,17197,200041523,17116,1,0,BOULANGERIE
D303,75,17,CSZ,120,17415,200036473,17120,1,0,AMBULANCE
E101,75,17,CSZ,120,17415,200036473,17120,1,0,TAXI-VTC
B316,75,17,17126,513,17019,241700459,17121,1,0,STATION-SERVICE
G104,75,17,17126,513,17019,241700459,17121,1,0,INFORMATION TOURISTIQUE
A501,75,17,CSZ,315,17347,200041689,17124,1,0,COIFFURE
B203,75,17,CSZ,315,17347,200041689,17125,1,0,BOULANGERIE
F102,75,17,CSZ,315,17347,200041689,17125,1,0,BOULODROME
A205,75,17,CSZ,51,17218,200041499,17127,1,0,SERVICES FUNÉRAIRES
D401,75,17,CSZ,51,17218,200041499,17127,1,0,PERSONNES ÂGÉES : HÉBERGEMENT
F112,75,17,CSZ,51,17218,200041499,17127,1,0,SALLES SPÉCIALISÉES
A301,75,17,CSZ,120,17415,200036473,17128,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D201,75,17,CSZ,131,17131,241700640,17131,1,0,MÉDECIN GÉNÉRALISTE
E101,75,17,CSZ,131,17131,241700640,17131,1,0,TAXI-VTC
G104,75,17,CSZ,131,17131,241700640,17131,1,0,INFORMATION TOURISTIQUE
F111,75,17,CSZ,51,17434,200041499,17132,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
D231,75,17,CSZ,120,17172,241700632,17133,1,0,SAGE-FEMME
D233,75,17,CSZ,120,17172,241700632,17133,1,0,MASSEUR KINÉSITHÉRAPEUTE
A207,75,17,CSZ,CSZ,17224,200041689,17135,1,0,RELAIS POSTE
B301,75,17,CSZ,CSZ,17224,200041689,17135,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
E101,75,17,CSZ,51,17300,241700434,17136,1,0,TAXI-VTC
A301,75,17,CSZ,63,17347,200041689,17137,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B103,75,17,17117,CSZ,17140,241700624,17140,1,0,GRANDE SURFACE DE BRICOLAGE
B304,75,17,17117,CSZ,17140,241700624,17140,1,0,MAGASIN DE CHAUSSURES
B310,75,17,17117,CSZ,17140,241700624,17140,1,0,PARFUMERIE-COSMÉTIQUE
D208,75,17,17117,CSZ,17140,241700624,17140,1,0,SPÉCIALISTE EN OPHTALMOLOGIE
D221,75,17,17117,CSZ,17140,241700624,17140,1,0,CHIRURGIEN DENTISTE
D401,75,17,17117,CSZ,17140,241700624,17140,1,0,PERSONNES ÂGÉES : HÉBERGEMENT
G101,75,17,17117,CSZ,17140,241700624,17140,1,0,AGENCE DE VOYAGE
B203,75,17,CSZ,120,17415,200036473,17141,1,0,BOULANGERIE
E101,75,17,CSZ,120,17415,200036473,17141,1,0,TAXI-VTC
A506,75,17,17601,51,17300,241700434,17142,1,0,PRESSING-LAVERIE AUTOMATIQUE
A507,75,17,CSZ,120,17415,200036473,17143,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D233,75,17,17402,140,17299,200041762,17146,1,0,MASSEUR KINÉSITHÉRAPEUTE
D238,75,17,17402,140,17299,200041762,17146,1,0,AUDIO PROTHÉSISTE
A507,75,17,CSZ,120,17415,200036473,17147,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,75,17,CSZ,120,17415,200036473,17147,1,0,BOULANGERIE
B203,75,17,CSZ,315,17347,200041689,17150,1,0,BOULANGERIE
A301,75,17,CSZ,CSZ,17131,241700640,17152,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
E101,75,17,17102,51,17300,241700434,17153,1,0,TAXI-VTC
A206,75,17,17301,464,17452,241700640,17155,1,0,BUREAU DE POSTE
B206,75,17,17301,464,17452,241700640,17155,1,0,POISSONNERIE
B301,75,17,17301,464,17452,241700640,17155,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D221,75,17,17301,464,17452,241700640,17155,1,0,CHIRURGIEN DENTISTE
F116,75,17,17301,464,17452,241700640,17155,1,0,SALLES NON SPÉCIALISÉES
G101,75,17,17301,464,17452,241700640,17155,1,0,AGENCE DE VOYAGE
G104,75,17,17301,464,17452,241700640,17155,1,0,INFORMATION TOURISTIQUE
B304,75,17,CSZ,51,17218,200041499,17158,1,0,MAGASIN DE CHAUSSURES
B316,75,17,CSZ,51,17218,200041499,17158,1,0,STATION-SERVICE
D231,75,17,17130,513,17161,241700459,17161,1,0,SAGE-FEMME
G104,75,17,17130,513,17161,241700459,17161,1,0,INFORMATION TOURISTIQUE
E01G,75,17,CSZ,354,17197,200041523,17163,1,0,GARES
G101,75,17,17401,120,17415,200036473,17164,1,0,AGENCE DE VOYAGE
F102,75,17,CSZ,51,17003,200041614,17166,1,0,BOULODROME
F111,75,17,CSZ,51,17003,200041614,17166,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
F116,75,17,CSZ,51,17003,200041614,17166,1,0,SALLES NON SPÉCIALISÉES
A501,75,17,CSZ,CSZ,17241,200041523,17167,1,0,COIFFURE
A506,75,17,17122,51,17168,200041762,17168,1,0,PRESSING-LAVERIE AUTOMATIQUE
B315,75,17,17122,51,17168,200041762,17168,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
D231,75,17,17122,51,17168,200041762,17168,1,0,SAGE-FEMME
D235,75,17,17122,51,17168,200041762,17168,1,0,ORTHOPHONISTE
E101,75,17,17122,51,17168,200041762,17168,1,0,TAXI-VTC
B301,75,17,CSZ,CSZ,17172,241700632,17172,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B311,75,17,CSZ,CSZ,17172,241700632,17172,1,0,HORLOGERIE-BIJOUTERIE
D221,75,17,CSZ,CSZ,17172,241700632,17172,1,0,CHIRURGIEN DENTISTE
D303,75,17,CSZ,CSZ,17172,241700632,17172,1,0,AMBULANCE
E101,75,17,CSZ,CSZ,17172,241700632,17172,1,0,TAXI-VTC
F116,75,17,CSZ,140,17434,200041614,17174,1,0,SALLES NON SPÉCIALISÉES
D232,75,17,CSZ,152,16102,200041523,17175,1,0,INFIRMIER
D502,75,17,CSZ,152,16102,200041523,17175,1,0,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE)
B316,75,17,17401,120,17415,200036473,17179,1,0,STATION-SERVICE
E101,75,17,17401,120,17415,200036473,17179,1,0,TAXI-VTC
A207,75,17,CSZ,51,17434,200041499,17182,1,0,RELAIS POSTE
A501,75,17,CSZ,51,17434,200041499,17182,1,0,COIFFURE
A507,75,17,CSZ,51,17434,200041499,17182,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
F106,75,17,CSZ,51,17434,200041499,17182,1,0,CENTRE ÉQUESTRE
B316,75,17,CSZ,131,17131,241700640,17183,1,0,STATION-SERVICE
G102,75,17,CSZ,131,17131,241700640,17183,1,0,HÔTEL
D303,75,17,CSZ,131,17421,241700699,17185,1,0,AMBULANCE
B203,75,17,CSZ,51,17218,200041499,17186,1,0,BOULANGERIE
F103,75,17,CSZ,CSZ,17224,200041689,17188,1,0,TENNIS
B206,75,17,CSZ,CSZ,17283,200041523,17192,1,0,POISSONNERIE
G102,75,17,CSZ,CSZ,17283,200041523,17192,1,0,HÔTEL
A206,75,17,17110,51,17300,241700434,17193,1,0,BUREAU DE POSTE
A506,75,17,17118,51,17300,241700434,17194,1,0,PRESSING-LAVERIE AUTOMATIQUE
D235,75,17,17118,51,17300,241700434,17194,1,0,ORTHOPHONISTE
C303,75,17,17201,354,17197,200041523,17197,1,0,LYCÉE D’ENSEIGNEMENT TECHNIQUE ET/OU PROFESSIONNEL AGRICOLE
C605,75,17,17201,354,17197,200041523,17197,1,0,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE
D203,75,17,17201,354,17197,200041523,17197,1,0,SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE
D209,75,17,17201,354,17197,200041523,17197,1,0,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE
D211,75,17,17201,354,17197,200041523,17197,1,0,SPÉCIALISTE EN PNEUMOLOGIE
D303,75,17,17201,354,17197,200041523,17197,1,0,AMBULANCE
D605,75,17,17201,354,17197,200041523,17197,1,0,TRAVAIL PROTÉGÉ
B103,75,17,17601,51,17300,241700434,17200,1,0,GRANDE SURFACE DE BRICOLAGE
B301,75,17,17601,51,17300,241700434,17200,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D603,75,17,17601,51,17300,241700434,17200,1,0,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT
F106,75,17,CSZ,315,17347,200041689,17202,1,0,CENTRE ÉQUESTRE
G103,75,17,CSZ,51,17003,200041614,17203,1,0,CAMPING
A507,75,17,CSZ,140,17299,200041762,17205,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A506,75,17,17126,CSZ,17019,241700459,17207,1,0,PRESSING-LAVERIE AUTOMATIQUE
G104,75,17,17126,CSZ,17019,241700459,17207,1,0,INFORMATION TOURISTIQUE
F106,75,17,CSZ,51,17300,200041499,17208,1,0,CENTRE ÉQUESTRE
A301,75,17,CSZ,CSZ,16102,200041523,17209,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D221,75,17,CSZ,CSZ,17283,200041523,17210,1,0,CHIRURGIEN DENTISTE
B102,75,17,CSZ,CSZ,17347,200041689,17211,1,0,SUPERMARCHÉ
D233,75,17,CSZ,CSZ,17347,200041689,17211,1,0,MASSEUR KINÉSITHÉRAPEUTE
F106,75,17,CSZ,315,17347,200041689,17213,1,0,CENTRE ÉQUESTRE
F102,75,17,CSZ,120,17415,200036473,17214,1,0,BOULODROME
A01G,75,17,17127,51,17218,200041499,17218,1,0,DRFIP ET DDFIP
A503,75,17,17127,51,17218,200041499,17218,1,0,AGENCE DE TRAVAIL TEMPORAIRE
B103,75,17,17127,51,17218,200041499,17218,1,0,GRANDE SURFACE DE BRICOLAGE
A205,75,17,17206,439,17219,241700699,17219,1,0,SERVICES FUNÉRAIRES
D231,75,17,17206,439,17219,241700699,17219,1,0,SAGE-FEMME
F109,75,17,17206,439,17219,241700699,17219,1,0,PARCOURS SPORTIF/SANTÉ
A301,75,17,CSZ,354,17283,200041523,17220,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
F113,75,17,CSZ,354,17283,200041523,17220,1,0,TERRAINS DE GRANDS JEUX
B206,75,17,17116,51,17300,241700434,17222,1,0,POISSONNERIE
A301,75,17,CSZ,CSZ,17224,200041689,17223,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
F121,75,17,17104,CSZ,17224,200041689,17224,1,0,SALLES MULTISPORTS (GYMNASES)
G104,75,17,17104,CSZ,17224,200041689,17224,1,0,INFORMATION TOURISTIQUE
F101,75,17,CSZ,CSZ,17452,241700640,17225,1,0,BASSIN DE NATATION
B102,75,17,17112,131,17421,241700640,17228,1,0,SUPERMARCHÉ
B308,75,17,17112,131,17421,241700640,17228,1,0,MAGASIN DE REVÊTEMENTS MURS ET SOLS
D242,75,17,17112,131,17421,241700640,17228,1,0,DIÉTÉTICIEN
B101,75,17,17403,131,17306,241700640,17230,1,0,HYPERMARCHÉ
D401,75,17,17403,131,17306,241700640,17230,1,0,PERSONNES ÂGÉES : HÉBERGEMENT
F117,75,17,17403,131,17306,241700640,17230,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
G104,75,17,17403,131,17306,241700640,17230,1,0,INFORMATION TOURISTIQUE
B203,75,17,CSZ,131,17131,241700632,17232,1,0,BOULANGERIE
B313,75,17,CSZ,131,17131,241700632,17232,1,0,MAGASIN D’OPTIQUE
B103,75,17,CSZ,152,16102,200036473,17235,1,0,GRANDE SURFACE DE BRICOLAGE
F112,75,17,CSZ,152,16102,200036473,17235,1,0,SALLES SPÉCIALISÉES
A506,75,17,CSZ,CSZ,33389,200041523,17236,1,0,PRESSING-LAVERIE AUTOMATIQUE
G101,75,17,CSZ,CSZ,33389,200041523,17236,1,0,AGENCE DE VOYAGE
A501,75,17,CSZ,152,17224,200041689,17239,1,0,COIFFURE
B315,75,17,17120,CSZ,17240,200041523,17240,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
G103,75,17,17120,CSZ,17240,200041523,17240,1,0,CAMPING
G104,75,17,17120,CSZ,17240,200041523,17240,1,0,INFORMATION TOURISTIQUE
A506,75,17,CSZ,CSZ,17241,200041523,17241,1,0,PRESSING-LAVERIE AUTOMATIQUE
B301,75,17,CSZ,CSZ,17241,200041523,17241,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B304,75,17,CSZ,CSZ,17241,200041523,17241,1,0,MAGASIN DE CHAUSSURES
B305,75,17,CSZ,CSZ,17241,200041523,17241,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
D303,75,17,CSZ,CSZ,17241,200041523,17241,1,0,AMBULANCE
G102,75,17,CSZ,CSZ,17241,200041523,17241,1,0,HÔTEL
F102,75,17,CSZ,120,17283,200036473,17242,1,0,BOULODROME
G104,75,17,CSZ,CSZ,17241,200041523,17243,1,0,INFORMATION TOURISTIQUE
A501,75,17,CSZ,140,17299,200041762,17246,1,0,COIFFURE
B103,75,17,CSZ,131,17306,241700640,17247,1,0,GRANDE SURFACE DE BRICOLAGE
G104,75,17,CSZ,131,17306,241700640,17247,1,0,INFORMATION TOURISTIQUE
B203,75,17,CSZ,354,17197,200041523,17249,1,0,BOULANGERIE
A301,75,17,CSZ,CSZ,17283,200041523,17250,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
E101,75,17,CSZ,CSZ,17283,200041523,17250,1,0,TAXI-VTC
G104,75,17,CSZ,120,17397,200041689,17252,1,0,INFORMATION TOURISTIQUE
A206,75,17,CSZ,CSZ,17024,200041689,17257,1,0,BUREAU DE POSTE
A501,75,17,CSZ,CSZ,17024,200041689,17257,1,0,COIFFURE
F102,75,17,CSZ,CSZ,17024,200041689,17257,1,0,BOULODROME
F111,75,17,CSZ,CSZ,17024,200041689,17257,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
B203,75,17,CSZ,120,17415,241700517,17262,1,0,BOULANGERIE
B103,75,17,17601,51,17300,241700434,17264,1,0,GRANDE SURFACE DE BRICOLAGE
B206,75,17,CSZ,CSZ,17421,241700699,17265,1,0,POISSONNERIE
B203,75,17,CSZ,51,17300,200041499,17267,1,0,BOULANGERIE
D233,75,17,CSZ,51,17300,200041499,17267,1,0,MASSEUR KINÉSITHÉRAPEUTE
F103,75,17,CSZ,51,17300,200041499,17267,1,0,TENNIS
A507,75,17,CSZ,CSZ,17241,200041523,17269,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B301,75,17,CSZ,CSZ,17283,200041523,17273,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B310,75,17,17601,51,17300,241700434,17274,1,0,PARFUMERIE-COSMÉTIQUE
B315,75,17,17601,51,17300,241700434,17274,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
D231,75,17,17601,51,17300,241700434,17274,1,0,SAGE-FEMME
A301,75,17,CSZ,120,17415,200036473,17275,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
F103,75,17,CSZ,120,17415,200036473,17275,1,0,TENNIS
B315,75,17,CSZ,120,17415,200036473,17278,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
G102,75,17,CSZ,120,17415,200036473,17278,1,0,HÔTEL
B203,75,17,CSZ,CSZ,17283,200041523,17279,1,0,BOULANGERIE
A501,75,17,CSZ,120,17397,241700517,17280,1,0,COIFFURE
B305,75,17,17124,575,17283,200041523,17283,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
D605,75,17,17124,575,17283,200041523,17283,1,0,TRAVAIL PROTÉGÉ
A506,75,17,CSZ,140,17299,241700517,17284,1,0,PRESSING-LAVERIE AUTOMATIQUE
D201,75,17,17126,CSZ,17019,241700459,17286,1,0,MÉDECIN GÉNÉRALISTE
G104,75,17,17126,CSZ,17019,241700459,17286,1,0,INFORMATION TOURISTIQUE
D303,75,17,CSZ,CSZ,17241,200041523,17287,1,0,AMBULANCE
F111,75,17,CSZ,315,17347,200041689,17288,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
A207,75,17,17601,51,17300,241700434,17291,1,0,RELAIS POSTE
D103,75,17,17601,51,17300,241700434,17291,1,0,ÉTABLISSEMENT SANTÉ LONG SÉJOUR
D203,75,17,17601,51,17300,241700434,17291,1,0,SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE
D213,75,17,17601,51,17300,241700434,17291,1,0,SPÉCIALISTE EN STOMATOLOGIE
D603,75,17,17601,51,17300,241700434,17291,1,0,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT
D605,75,17,17601,51,17300,241700434,17291,1,0,TRAVAIL PROTÉGÉ
A205,75,17,CSZ,140,17397,200041689,17292,1,0,SERVICES FUNÉRAIRES
A507,75,17,CSZ,51,17434,200041614,17293,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A208,75,17,CSZ,CSZ,17434,200041689,17294,1,0,AGENCE POSTALE
A301,75,17,CSZ,120,17415,241700632,17296,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A507,75,17,CSZ,120,17415,241700632,17296,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B206,75,17,CSZ,120,17415,241700632,17296,1,0,POISSONNERIE
A205,75,17,17108,51,17161,241700459,17297,1,0,SERVICES FUNÉRAIRES
A506,75,17,17108,51,17161,241700459,17297,1,0,PRESSING-LAVERIE AUTOMATIQUE
B305,75,17,17108,51,17161,241700459,17297,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
D221,75,17,17108,51,17161,241700459,17297,1,0,CHIRURGIEN DENTISTE
D235,75,17,17108,51,17161,241700459,17297,1,0,ORTHOPHONISTE
E101,75,17,17108,51,17161,241700459,17297,1,0,TAXI-VTC
D702,75,17,17402,140,17299,200041762,17299,1,0,PROTECTION DE L’ENFANCE - ACTION ÉDUCATIVE
D703,75,17,17402,140,17299,200041762,17299,1,0,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE
F202,75,17,17402,140,17299,200041762,17299,1,0,PORT DE PLAISANCE – MOUILLAGE
D304,75,17,17601,51,17300,241700434,17300,1,0,TRANSFUSION SANGUINE
F106,75,17,17601,51,17300,241700434,17300,1,0,CENTRE ÉQUESTRE
E101,75,17,CSZ,140,17397,241700517,17302,1,0,TAXI-VTC
F116,75,17,CSZ,51,17218,200041499,17303,1,0,SALLES NON SPÉCIALISÉES
F118,75,17,CSZ,51,17218,200041499,17303,1,0,SPORTS NAUTIQUES
A104,75,17,17403,131,17306,241700640,17306,1,0,GENDARMERIE
B101,75,17,17403,131,17306,241700640,17306,1,0,HYPERMARCHÉ
D111,75,17,17403,131,17306,241700640,17306,1,0,DIALYSE
D210,75,17,17403,131,17306,241700640,17306,1,0,SPÉCIALISTE EN PÉDIATRIE
F109,75,17,17403,131,17306,241700640,17306,1,0,PARCOURS SPORTIF/SANTÉ
A507,75,17,CSZ,131,17421,241700640,17307,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
F101,75,17,17111,140,17299,200041762,17308,1,0,BASSIN DE NATATION
F107,75,17,17111,140,17299,200041762,17308,1,0,ATHLÉTISME
F112,75,17,17111,140,17299,200041762,17308,1,0,SALLES SPÉCIALISÉES
F120,75,17,17111,140,17299,200041762,17308,1,0,SALLES DE REMISE EN FORME
A01G,75,17,CSZ,CSZ,24354,200041523,17309,1,0,DRFIP ET DDFIP
D231,75,17,CSZ,CSZ,24354,200041523,17309,1,0,SAGE-FEMME
B301,75,17,17403,131,17306,241700640,17311,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D703,75,17,17403,131,17306,241700640,17311,1,0,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE
F114,75,17,17403,131,17306,241700640,17311,1,0,SALLES DE COMBAT
F121,75,17,17403,131,17306,241700640,17311,1,0,SALLES MULTISPORTS (GYMNASES)
G101,75,17,CSZ,CSZ,33389,200041523,17312,1,0,AGENCE DE VOYAGE
G103,75,17,CSZ,CSZ,33389,200041523,17312,1,0,CAMPING
A301,75,17,CSZ,CSZ,33389,200041523,17317,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D201,75,17,CSZ,CSZ,33389,200041523,17317,1,0,MÉDECIN GÉNÉRALISTE
B203,75,17,17126,CSZ,17019,241700459,17318,1,0,BOULANGERIE
B304,75,17,17126,CSZ,17019,241700459,17318,1,0,MAGASIN DE CHAUSSURES
B308,75,17,17126,CSZ,17019,241700459,17318,1,0,MAGASIN DE REVÊTEMENTS MURS ET SOLS
D502,75,17,17126,CSZ,17019,241700459,17318,1,0,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE)
G104,75,17,17126,CSZ,17019,241700459,17318,1,0,INFORMATION TOURISTIQUE
A507,75,17,CSZ,51,17218,200041499,17322,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
E101,75,17,CSZ,51,17218,200041499,17322,1,0,TAXI-VTC
B206,75,17,17101,CSZ,17385,241700624,17323,1,0,POISSONNERIE
F116,75,17,17101,CSZ,17385,241700624,17323,1,0,SALLES NON SPÉCIALISÉES
A501,75,17,CSZ,CSZ,17283,200041523,17325,1,0,COIFFURE
D232,75,17,CSZ,CSZ,17283,200041523,17325,1,0,INFIRMIER
B203,75,17,CSZ,CSZ,17283,200041523,17328,1,0,BOULANGERIE
D232,75,17,CSZ,140,17299,200041762,17329,1,0,INFIRMIER
A01G,75,17,CSZ,CSZ,17283,200041523,17331,1,0,DRFIP ET DDFIP
D232,75,17,CSZ,CSZ,17283,200041523,17331,1,0,INFIRMIER
G104,75,17,CSZ,CSZ,17283,200041523,17331,1,0,INFORMATION TOURISTIQUE
B203,75,17,CSZ,354,17197,200041523,17332,1,0,BOULANGERIE
D203,75,17,17403,131,17306,241700640,17333,1,0,SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE
